sentence,emotion
i feel like i have to fucking go back and clarify every statement so that i dont get people agitated,anger
i feel for peter he was convinced of his unworthiness,joy
i was doing okay even done some enclosed seams and was feeling quite proud of myself until i realised id done the seams too big,joy
im feeling rather festive here in south florida,joy
i am feeling so proud,joy
i got into austin just after last night exhausted and still feeling pretty lousy from the cold i got in seattle last week,sadness
i remember feeling loved and beautiful and special and sweaty to be honest,love
i feel extremely shitty today,sadness
i love it when people cleverly and humorously tear apart a book that has gotten too big for its boots and now i m feeling inspired to do the same myself,joy
i was feeling really hot and i thought id whip up a sorbet to cool me down,love
i get why she is concerned because i have been pretty honest about feeling shitty about all of it,sadness
i would eventually go in to these stores but i had to work up a lot of courage and i would still feel super uncomfortable once inside which we all know is not normal for me,joy
i feel so blessed to be a part of your days,joy
i did feel superior in one thing,joy
i am feeling more determined than ever now and i will reach my goal weight,joy
i call my ex so i don t have to feel guilty about all the other men i m sleeping with whilst he s doing a four year stretch,sadness
i read somewhere that even if the rest of the relationship is perfect and there is one problem that can t be solved or you feel isn t being resolved it will consume the rest of the relationship,joy
i suddenly feel like the grouchy grinch or jack skellington,anger
i sensed such a feeling when i understood i was admitted to the university i was at home,joy
i have this mixed up kinda feeling and i really feel unimportant to the people around me,sadness
i needed to relax b i didnt really feel like being productive and c the weather was not,joy
i can feel that my hopes have not been in vain she said,sadness
i popped a fever and even my co workers we urging me to go home before i even had a chance to open my mouth and voice the obligatory i m not feeling so hot,love
i feel so helpless knowing i cant protect them and i worry about the others now,fear
i honestly feel at heart we should be faithful to each other if its yo girl,love
i can feel you moving everyday now and its kind of weird to not be able to call you by name,fear
i think about it i feel a rushed mixture of excitement and nerves,anger
i feel hated there but had to remind my selfish self that none of this was about me,sadness
i have told about this to one of my closest friend and well i am feeling somewhat scared to entrust my secret someone else but at the same time i am also feeling better thinking that now i have someone to share my feeling about that someone special,fear
i feel is a mistake as she is not as strong as she needs to be,joy
i feel extremely intimidated,fear
i feel that i dont have to get so envious,anger
i know how you feel i was depressed once for several days,sadness
i know that i m going to get my dark chocolate every day and not feel deprived,sadness
i feel lovely inside,love
i was feeling pretty good about the day ahead but that then took a turn for the absolute worst when i suddenly realised i have a dreadful fear of water i can t stand in,joy
i have to find a few baskets for storage and put up some hooks for drying yarn but it already feels so special,joy
i feel like it is a valuable addition to any teachers repertoire,joy
i listened to oral arguments for a case that left me feeling frustrated and confused,anger
i feel as though marjane had to live a very rushed childhood not so much for what was happening in her surroundings but because of her eager need to know everything,anger
i feel freaking fantastic this morning,joy
i feel so squeezed hate this feeling thats why i dont really like squeezing on buses or in the mrt unless im with people which wont be that bad as compared as being alone,sadness
i woke up feeling ecstatic for about seconds and then reality hit and it just made me all upset again,joy
i feel disgusted by u,anger
i suck in a deep breath and my lungs are left feeling needy,sadness
i wear this story as a protection from feeling the vulnerability of merely loving and depending on another human,love
im just feeling personally devastated that this happened at my college in the school im studying under,sadness
i not talking about relationships here just that initial moment of attraction when you first meet someone how does it feel at that point to be abit disadvantaged,sadness
i still find myself visiting there on my blah days when im feeling lost on how to obtain the joy of a peaceful existence,sadness
i want so much to feel successful and not frantic that my prep time can be what takes up my own time for painting my own projects,joy
i dont come from a perfect past i come from a past that feels very messy and loud and chaotic and full of words words words that never really meant much or were lies,sadness
i always feel so inadequate,sadness
i feel bad saying that and like its just an excuse or something,sadness
i feel like i m being punished gt gt gt gt gt something which you could have avoided by gosh just being honest,sadness
i am feeling so super accomplished ive even forgotten what i was going to post about,joy
i feel less useless on a day like this lol,sadness
i refuse to stay silent when confronted with pricks who instead of no response or sorry not interested actually go out of their way to make someone feel shitty,sadness
im feeling really horny with all this new power,love
i am feeling rejection low self esteem and purposeless,sadness
i let emotion leak into the decision process and ended up with m feeling resentful,anger
i actually feel more energetic than usual rather than drained,joy
im starting to feel a little more energetic when the boys dont wear me out that is,joy
i hope your words make you feel brave and scared and everything else in between,joy
i feel our culture and artistic history is slowly slipping away except in the small groups that try to keep it alive,joy
i just did not feel inspired to blog and frankly creating blog posts had become a chore,joy
im feeling a little giggly here,joy
i did not even think to put shoes on i walked on the snow and could feel warmth from the divine love emanating from his spirit,joy
i still feel violent but my ideas of torturing are far more tame than they were yesterday,anger
i will sometimes feel a dull ache in the leg while sitting but i think that can be expected at this point,sadness
i dunno i just feel so useless,sadness
i would love to open up a beauty salon for real women one day somewhere those who do not necessarily have perfect bodies skin can come without feeling intimidated,fear
i want and don t want but i m starting to feel resentful about him missing all the signals i m sending him,anger
i also find that it gives me a light energy lift and maybe this is my imagination but i also feel a connection and partnership with my plant friends which is a terrific way to start off the gardening season which i did in earnest this weekend and will post details of during the week ahead,joy
i feel pretty safe but i do realize that we do have outside influences coming to our campus but i havent seen any real law enforcements come down either,joy
i don t feel too troubled about this,sadness
i feel shaken by what the mps did but you make it all better,fear
i think about them tomorrow tomorrow but right now i m tired and was already a bit frustrated so i m just feeling completely drained,sadness
i got back up after feeling in vain really because of scarlets reply regarding a myspace message,sadness
i feel like such a pathetic talentless unloveable loser,sadness
i sit here at munching on vegetables hummus and ranch i am feeling very distraught,fear
im feeling im caring im healing im sharing amp a supportive bonding nurturing primary care giver,love
i stood for a few minutes more feeling a strange heavy numbness settling over me even as my heart beat faster then slowly sat down again thinking,fear
i feel i should say what i want since you are in fact reading my diary i feel that many of my beloved readers are becoming offended with some of the things i say and post here,joy
i think im mad at myself for just feeling this jaded after only five months of nursing,sadness
i concluded that if my wife cheated on me with a man i would feel betrayed and devastated and my trust in her would plummet,sadness
i felt even more frustrated and discouraged when i realized my reputation had been damaged but i also realized i had a choice i could feel resentful for the situation i was in or i could rebuild my good reputation,anger
im feeling so melancholy all day i know this is because ive been reading the perks of again,sadness
i hope you do because otherwise your wife will start to feel if she hasn t already unimportant in your life,sadness
i got there i didnt feel too bad i didnt feel much different if im honest,sadness
i just cant stand that thick dragging feeling of oil paints so im glad i had the underlying texture on the wood to give the painting some extra interest,joy
im writing for those who have been told that they are weak or that their strengths are weaknesses and they were made to feel ashamed,sadness
i don t know if it s normal to feel cranky and weepy at this stage of my pregnancy but lately i ve been feeling really sad and disappointed for not giving birth last weekend after i felt that i was having labor pains early friday morning until the morning of saturday,anger
i just feel awful and unlovable and thoroughly sorry for myself,sadness
im feeling kind of irritated that the school year is over halfway over and all hes been getting is speech,anger
i was feeling ignored lied to full half or no truth omission avoidance being left out on things as if this was just a game to you and as if you really did not want me around,sadness
i was happy to feel her embrace and devastated i d not gotten in touch before this,sadness
i feel gulity and feeling like im not being loyal and feel like im even cheating on her with,love
i know that god has a huge plan for my life but i cant stop myself from feeling impatient and i know its bad but i sometimes well almost all the time question him about this,anger
i guess i feel kinda loyal to them since i ultimately plan on jumping ship in mid to late september to escape from california,love
i feel like this is a perfectly acceptable number since baby is really starting to crowd my lungs a bit more now,joy
i really do feel so peaceful right now as i type this,joy
i hope she leaves you and i hope you feel heartbroken that you messed up your marriage,sadness
i feel like i havent sit still since my birthday which i am loving,love
i feel doubtful and afraid,fear
i feel honoured that this small person who i have only known for a short time felt that he could trust me enough yet other adults around him are so hideous,joy
i hated feeling dumb,sadness
i love those kiddos and yet am left feeling so helpless,sadness
i feel like i m just a good actress then maybe,joy
i feel ugly and sad and i just want to stop comparing myself,sadness
i did things that i always wondered about and now feel remorseful for,sadness
i admit that i feel as if i only have a little but that little i am determined to offer to the lord bit by bit to do as he pleases when he pleases where he pleases how he pleases,joy
i wasn t feeling especially sympathetic,love
i accept the medication until i dont feel too troubled by those i will never have the full benefices from them,sadness
i don t mean this to be harsh selfish or uncaring but i feel that my readers will benefit most from the content that i provide rather than what is linked to a party,joy
i realize that i sound a little overdramatic when i say that but if you sincerely feel that way you have clearly missed the point of all of these posts,sadness
i feel like ive been running around without any sense of direction or longing of purpose or life goals,love
i feel strangely defeated,sadness
i sound desperate and pathetic to myself but i feel frantic in my need for him,fear
i feel sorry for those who had to leave hearth and home to work the sale,sadness
i got to christmas feeling positive about the future and hopeful that hospital admissions were finally behind me,joy
i feel loyal to a href http www,love
i just feel very cheated and quite frightened that i was invaded like this,fear
i still feel horny from that little a href http blogs,love
i was taught to complain and feel unhappy but it was not until quite recently i clearly understood the importance or gratitude and started to make it important in my life,sadness
i actually feel more compassionate towards them,love
i kind of asked somebody if they confirmed my feeling and they ignored me so i guess i went on,sadness
i did that last night and woke up feeling groggy until about lunch time,sadness
i feel extremely passionate about this topic because that person used to be me,love
i knew just the thing he needed what every guy needs when he s feeling overwhelmed james bond,fear
im feeling good though,joy
i always feel triumphant when my recycling bin is brimming over and my garbage bin contains only household scraps,joy
i still feel a tad bit skeptical,fear
i normally would want to eat this when i feel the world is dull,sadness
i just want someone who ll make feel that i m terrified the one who ll make me crazily say i m in love i m terrified for the first time,fear
i was stone heavier and feeling hopeless,sadness
i feel like i want to hide away amp be distracted at the same time,anger
i know you re only doing this because i want it not because you re feeling submissive or even sexual,sadness
im just going to continue feeling this pain and suffering in my chest every time i breathe,sadness
i feel from no longer being burdened with those i have to tip toe around and be careful about what i am saying or feeling is unbelievable,sadness
i feel it was very rude to put a camera that close to anybody s face in any situation,anger
i learnt that expectations of people are not always met and may leave you feeling immensely disappointed most of the time,sadness
i am feeling the purpose of caring for those of us who are caregivers as well,love
id feel so defeated and id have to lick my wounds,sadness
i have had several new members tell me how comfortable they feel with how accepted they are by the existing members and that is great to hear,joy
i don t like to use the h word recklessly but i would admit to feeling jolly these days and i have a reason alfie is now the fourth most popular name in the uk well england and wales,joy
i can barely speak at all even though i feel just fine,joy
i finally know what it feels like to be heartbroken,sadness
i cant feel remorseful for saying it,sadness
i was feeling festive yesterday,joy
i pray regularly now my prayer life doesnt feel passionate,joy
i woke up this morning feeling hopeful and energetic,joy
i often feel angry or wound up about all the injustices and while the concerns are important and taking action is worthwhile existing in a constant state of feeling over wound cant be healthy,anger
i am feeling like something sweet there is always fruit,love
i wish that i could re establish a reasonable level of motivation that isnt predicated on the need to make people feel like less intelligent human beings than they probably are,joy
i feel have shown me that timing is veery important,joy
im with my boyfriend and friends i feel fine and genuinely happy but the minute im alone i feel depressed,joy
im feeling relaxed,joy
im feeling a little lethargic lately but school is still school,sadness
i posted i think it was about feeling sorta shitty and well i didnt want that to be the last post in my blog any more,sadness
i shall move right along to the post interview portion of the day the results of which will be far more exciting and interesting to you i feel sure,joy
i look at my calendar i feel overwhelmed by all of the appointments and obligations coming up,fear
i hide what i am truly feeling thinking for fear that it will lead to something far more dangerous,anger
i can have such a faith because i believe that there are people who have left feeling dismayed and disappointed in a god who did no miracles in their lives,sadness
i was feeling mad about the dress and mad at myself for being mad about the dress,anger
i feel unwelcome in this town as if my time here has been spent my quota of memories well past brimming and my eviction notice is long overdue,sadness
i bet yahoo feel pretty shitty right now,sadness
i do feel privileged to give as dh cannot he was in europe during the mad cow outbreak and they wont allow him to donate,joy
i probably know where im going like i know the back of my hand i still feel thrilled because i know every trip would reveal something new to me,joy
i was sold more on the feeling than the food at the time but i can still say all beef patties special sauce lettuce cheese pickles onions on a sesame seed bun in under seconds for a free burger,joy
i went to see the entrance examination results at university i rejoyced at my success,joy
i feel he is an terrific really worth bet,joy
i feel myself becoming vicious once more,anger
i found out in a nutshell at this time you are feeling uptight and you are urgently in need of rest and relaxation but perhaps even more than that you need to overcome that feeling that you have been hard done by and treated with a complete lack of consideration,fear
i feel idiotic but now my friends and family are going to make fun of me for it and now that i thought i had a good reason to be proud this shit happens,sadness
i feel awards are for people who are enormously talented,joy
im still not a fan but i feel less agonized by it and the teachers comments after the fact made the struggle really worth it,sadness
ive been feeling so restless lately why i bleached my hair so much a month ago,fear
i feel like i havent blogged in a super long time,joy
i am no longer a virgin with girls i m starting to feel very indecisive once again,fear
i admit that there is a sort of a mexigoth feel or vibe to it which i am fond of,love
i feel jealous angry or bitter ask why,anger
i have a feeling a forks version of that charming little tale will happen soon,joy
i still feel like the debate was vicious on both sides,anger
i wear funny cartoon t shirts of course with my favorite cartoon characters like bugs bunny and tweety bird that is when i feel humorous and in high spirits like going to a park or a mall with my crazy and dorky friends,joy
im in so much pain and i feel like a useless lump face,sadness
i feel it is vital to lay everything on the table now im not interested in setting myself up for further humiliation and disappointment,joy
i feel confused and so uncertain of where im even at,fear
i am still feeling gloomy and down,sadness
i am feeling fine i guess,joy
i would end up feeling rejected and feeling like they just played a cruel joke on me by getting my hopes up just to purposely crush them,sadness
i then felt a feeling of awkwardness and discontent cuz he said yeah me too and not im sorry,sadness
my last genetices midterm a decent grade,joy
i still feel like i am in the process of learning how to write in a blogging style but slowly i am becoming better at it,joy
i feel a little bit more nostalgic when those memories come to mind,love
i don t know when i will want to tell her and feel guilty and disappointed that everything i am thinking about her and our relationship right now is negative,sadness
i was creating a relationship to counter a self accepted and allowed self definition of being inferior to them which means i was feeling lousy thinking i was less than because i was not being in the limelight of praise of gain,sadness
i can t tell you how awful that comment made me feel its not supportive it s condescending,love
i lost touch with her several years ago and feel a little bitter towards her and yet not quite willing to get rid of a reminder of the good times we had,anger
ill just run to people watch feel the wind in my face see the lovely colours of nature and look at the planes flying higher up in the distance,love
i could make just one person feel loved for just a mere moment then my job here on earth has been fulfilled,love
i have a feeling its going to be a little sweet for my tastes,love
i feel very honoured that people think this of me,joy
i feel they had unprotected sex on several occasions she was like what if i get pregnant he was like whatever caught in the heat of passion,fear
i feel horny a class arialblue href chat,love
i feel like being casual,joy
i always feel fearless january st,joy
i am not feeling very joyful today its been a rough day,joy
i see wonderful godly parents taking care of their childrens i praise god even though i feel jealous,anger
i feel so blessed to have known both,joy
i sin against him and am filthy before him and yet i only feel his gentle love beckon me back into his arms and feel his righteousness rush over me,love
im just feeling whiney,sadness
i feel so amazing and i m so by a href http yourweightlossmethods,joy
ive been disregarded devalued or heartbroken or when i am between boyfriends and in need of someone to make me feel valued attractive loved and adored i have certain men i call,joy
ive been feeling pretty mellow lately aside from stressing at work from time to time but thats work for you,joy
i feel like a smug mom since i know i was finally not the one to cause such chaos and mayhem,joy
i have come to find that i feel the most artistic creative inspired during the late hours of the night,joy
i like to show the homeowners these catalogs to get the feel of this a rel nofollow target blank href http www,sadness
i see newborn pictures though especially the kind taken in the hospital i mostly feel acutely sympathetic to the exhausted people holding these tiny swaddled and red faced confusing beasts,love
i went to bed feeling pretty proud of myself even with the flubs i had a positive day,joy
i do like that but it just makes me feel so unimportant,sadness
i am doing this namely for myself but i feel that anything i write might be useful to someone else,joy
i feel strongly that by supporting because i am a girl we can have a positive impact on girls both on and off the soccer field said christine sinclair captain canadian women s national team,joy
i feel that i was being skeptical and that it was only paranoia,fear
i feel like it just gets ignored or perhaps i really have done a damn good job convincing the world that alls well when really i was only dreaming as one omd song goes,sadness
i stand next to her feeling less than glamorous in my baseball t shirt levi s and black sneakers,joy
i feel much less dismayed,sadness
ive been feeling for years all the things im so afraid of feeling they got him guilty on six counts he was remanded to jail,fear
i feel like my rejected little artist comes by to remind me not to ignore it from time to time,sadness
i cant believe this is right but i feel a lot less alarmed since the sea is still at a steady,fear
im feeling excited when climb up but its so hard to get down,joy
i am starting to feel really isolated and it frustrates me,sadness
i feel aching for honest release,sadness
i type this i can see my unacceptably huge muffin top protruding out of my top and i feel disgusted that i am letting all my hard work of previous rounds go to waste,anger
i was missing him desperately and feeling idiotic for missing him,sadness
i was feeling reassured,joy
i cant find it and yet i feel that i am longing for something,love
i feel im really just pissed,anger
i left feeling entertained but empty,joy
i only find out that they are looking and feeling complacent just before a match started and i have no other way to find out except through the assistant manager,joy
i feel useless hopeless and stupid,sadness
when i passed the university entrance exam,joy
i tried to build up layer after layer of pencil to obtain definition and again i was left feeling dissatisfied,anger
i feel sorry for a href http bluestarlight,sadness
im feeling pretty resentful,anger
i feel a tinge of nerves just thinking about having to talk to the handsome man himself,joy
i feel curiously invigorated,joy
when my father shouted at me for going to a party with my sister,anger
i am so busy feeling disgusted of myself that i have no mood to revenge on them,anger
i feel frightened to see a million youngsters aspi,fear
i use it as my blog name because it allows me to maintain a certain degree of anonymity without feeling like i m using a fake identity,sadness
i was feeling pretty bitchy,anger
i feel mellow i feel free and i feel completely unmoved by society,joy
im feeling pretty cool calm and collected and sho nuff ready,joy
i feel a little frantic because i know peoples will be leaving soon and just a little while ago i felt like i had hella time to waste and to hold off on things,fear
im feeling more generous its intelligent background music that sounds much better in a large living room than in the confined space of the car or worse still on your walkman,joy
i no longer feel terrified,fear
i believe you have to truly regret feel remorseful that you have these feelings even if you feel like you can t control them,sadness
i am feeling so comfortable and so happy he says,joy
i was able to go to a st party i am back feeling sociable and i really hope to get back into going to the munch but that requires a walk a min bus journey another walk then the munch and then all that back again which at the moment is a little too much,joy
i knew i was feeling agitated irritated and depressed all at the same time,anger
i can be mettaful and be feeling crappy,sadness
i feel too energetic and some days i just feel the opposite,joy
i went through quite a few years of feeling too scared to create,fear
i feel that my heart broke for barney,sadness
i feel need to be stressed to be shared,anger
i have bad feelings towards guys because all the men in my family are really stubborn very aggressive and very competitive,anger
i feel for matters at hand to be resolved these are no tears of self pity,joy
i feel rotten and ive forgotten myself,sadness
i can talk to her about almost anything i want to and she just listens and she doesnt make me feel like a whiney brat and she helps me sort my thoughts and make decisions while keeping me where she feels im safe,sadness
i feel sad that someone i once knew is leaving as someone i once knew,sadness
i am so sorry for making you feel unimportant lately,sadness
im so grateful to feel peaceful at the end of the day,joy
i feel honoured to have had the post of conductor with cavatina singers,joy
i think there is no where id rather be right now than watching her little face relax her arms go slack and feeling her super soft forehead,joy
i focus on little things that make me feel glamorous,joy
i do have some pictures in my head of stuff i d like to sew when i get a chance if i m feeling brave i will blog about these projects if for no other reason to make others feel better about themselves,joy
im seeing the sausage being made but rather than feeling appalled im broadening my understanding of what makes a good book,anger
i feel like i am an island of pain and i need to be isolated from them all so i dont contaminate them with my sadness,sadness
i have spent days on the problem i am now feeling eager to finish the job the plan is go into work try my solution and then get on the phone to tell the customer what to do div style clearboth padding bottom,joy
i was feeling anxious and just could not sleep,fear
i do not feel any regret that is a sorrow for an act or a failure to act because i think my daughter s experience here has been valuable and like most experiences imperfect,joy
i was laughing at my husband because he was still feeling skeptical with me cooking nice gozelemes,fear
i was feeling a little more resentful of what appeared to be poor planning by the organizers,anger
i really do like the feeling of accomplishing something worthwhile,joy
i feel suck mad and sad,anger
im feeling particularly smug create my own,joy
i feel it more when i see you not bothered,anger
i don t want you my reader friends to feel like you need to feel sorry for me,sadness
im saying i feel fake,sadness
i love that giddy feeling of finding someone a little bit cute and wanting to know more about them,joy
i can t write because i feel afraid that my silly little thoughts are not enough to help you,fear
i am definitely feeling a bit melancholy but ill save the reflections for tomorrow,sadness
i feel like im smart now,joy
im feeling confident about it,joy
i feel peaceful with them being where they are but miss them like crazy i get giddy from the picture texts and random phone calls,joy
im just angry but i know she is hurt she feels dirty,sadness
i feel super awkward and out of place right now,joy
i have to find myself sitting in front of the consultant feeling furious and increasingly upset at her patronising refusal to allow me to make a choice over the kind of birth i wanted,anger
i already did feel deprived when after claire was born i reacted to the epidural and experienced extreme shakes for a couple of hours and was unable to hold her during that special quiet alertness newborns experience,sadness
i choose not to feel guilty unworthy or doubted,sadness
i may feel discouraged and frustrated,sadness
i want him to become more fully himself and that is the joy i feel when like yesterday he says with an excited whisper mama,joy
i wasnt feeling it and i didnt want to fake it,sadness
i don t know why i should feel humiliated to write about it,sadness
i feel so tortured by it,fear
i feel benevolent towards you today,joy
i have a mini list of good things about me that i can refer to the next time i m feeling shitty,sadness
i often look around and feel very overwhelmed,fear
i just feel annoyed at the way they share their success or even just the way they talk,anger
i had feeling that if i didn t help that this can turn into a bad scene,sadness
i have lost lbs have never been sick got off blood pressure and cholesterol meds and i feel terrific,joy
i feel of love again i was glad he was appearing now i am wondering how itd be if he truly loves me,joy
i feel like i deserve to be broke with how frivolous i am,sadness
i turn up feeling more than a little apprehensive,fear
i look back at i feel very guilty about the money i spent on myself which could have been spent on the family,sadness
i feel splendid sublime euphoric,joy
i nearly barfed on the day before came inside to ask me how i was feeling and as i assured her i was better and it was most likely something i ate she winked at me and said well you know there is something else that can make young women sick like that as well,joy
i consistently anticipation it s like that because i feel so admired and i feel so like safe in nature,love
i feel content to just be present giving my full attention to this weather masterpiece,joy
i think about my life there is a strong feeling that im such a innocent skin deep young lady,joy
i wouldnt want him to feel burdened by it all or one day resent adrian for making his life harder,sadness
i know she feels helpless but that kiss that cuddle the hug every morning and the love you every night,sadness
i feel thrilled and quite humbled i wasn t expecting anything like that and it s a funny feeling,joy
i was feeling kind of hostile anyway so that was okay with me,anger
i havent had that feeling for a while so trust i was greatly appreciative,joy
i told him well that just makes me feel really unimportant that you cant make the effort to get it straight,sadness
im feeling playful i thought i would share my answers with you folks,joy
i said as five years of pain and futility lifted from my shoulders and took wing around me in angelic style i feel all jolly again,joy
i feel a sort of sweet relief when i look around and realize that or house looks like a home not a radio shack and that makes me happy,love
i feel as hungers savage tooth and when no dinner is in sight the dinner bells a sound of ruth,anger
i didn t take the time to count the money partly because the cashier was already ringing up the next customer and i was feeling a bit rushed and in the way with the next person in line crawling up my back,anger
i hate hate hate watching people work and me sitting and most of all i hate people having to take care of me so i thought i was healing at a fine rate i was feeling fairly strong and energetic just seemed to get tired quickly and i could manage the surgery healing pain,joy
i can stop feeling discouraged or full of self pity when another wave crashes down on us,sadness
i feel are most valuable i think he discounts as annoying or silly,joy
i brought it to god and as im dying or feeling low during the killer push ups or power kicks i just say lord help me i can do this and i am,sadness
i am feeling thankful that there are so many people who care about art and want to make things,joy
i also at first felt a hint of guilt but it was for a short period of time and then i just started to feel pissed off with the harassment,anger
i appreciate when he shows how he feels because i know that he is not naturally an affectionate person,love
i didnt think that it would come that fast or would come at all but i suppose it is because i feel cranky today,anger
im sure of how i feel and what i want in life everything has gotten messy,sadness
i had tuition the next day because i wasnt feeling well n i felt so damned sleepy,joy
i allowed myself to eat foods that i know bother me because after all since i feel awful it may as well have come as a direct result of eating something i enjoy,sadness
i feel so reassured by them,joy
i feel nay am gorgeous on the right track getting good grades making people happy mildly talented a good cook have a very good ear for musical notes love anime have people who care about me idiots and have a life i can do something with,joy
i feel paranoid about this you havent talked to me in two days and im scared,fear
i have a job where i am needed and where i am missed when i go away and its not just the things that i do that are missed but me as a person and that feels amazing,joy
i feel i have talented people around us in the organization,joy
i was making up a batch of waffles for breakfast the other morning it occurred to me that i might be feeling homesick,sadness
im feeling much better and im ready to get outta heaaa,joy
im just feeling a little melancholy at the end of the year,sadness
i am giving my pt takes the time to work with his patients and is determined to have them feeling better leaving then they did when they walked through the doors,joy
i was feeling unhappy and i said no,sadness
i have tried to live a good honest life and yet it feels like im being punished,sadness
i thank you from the bottom of my heart because you ve gifted me with the confidence i needed to feel like the things i want to share will be welcomed and maybe understood and maybe even helpful,joy
i began to feel like maybe i had rushed into this and not prayed or thought through it enough,anger
ive been feeling kinda gloomy lately,sadness
i feel my morals are being seriously assaulted and comprimised,fear
i feel frightened and exhilarated by the scene,fear
i really want to be a better person and i finally feel confident enough in myself to take the next step and create the building blocks of a new successful life,joy
i feel eager to go back,joy
i feel no bitter feelings for the fans that drove me out of the fandom anymore either,anger
i also feel unsure when asked to remember some of the computer science concepts such as algorithmic efficiency that i studied at university,fear
im feeling quite festive,joy
im already feeling stressed two weeks before thanksgiving,sadness
i alternate between feeling perfectly happy with this plan and very sad and disappointed that we dont get to experience a real vaginal birth,joy
i feel pretty shitty and it s not my fault other people don t appreciate what i do but still i can t help feeling as if i deserve it,sadness
i do however feel like one of those pathetic girls who make up excuses because of a guy,sadness
i was angry at myself for feeling drained and exhausted especially since i had to go to my second and third jobs and wouldnt be home until much later that evening,sadness
i feel very excited about the future of gaming right now,joy
i feel as if i am naturally talented in though i know each one needs improving,joy
i am feeling stressed like that is to the water,anger
i am feeling better right now,joy
i guess my nephew feels like crap but the popular opinion is he ll be okay in a few days,joy
i touch you with my feelings hold you with my thoughts and with a smile i fall in love not caring at all display the heart,love
i already feel very glamorous have a great day everybody,joy
i feel so brave and courageous of the tiny me,joy
i look at your pictures but can not touch or feel although they are gorgeous there are not real,joy
i feel like i have a job to do on this planet so as soon as my purpose is determined i plan to try my hardest to fulfill it,joy
i had been feeling which was longing to be able to put my comfy amp forgiving yoga pants on at the end of the work day,love
i know that right before going into the psych ward i was my lowest ever and hadn t eaten in two weeks and then i had to eat and then i had to take a bunch of medications and the weight just went sky high and i feel terrible right now,sadness
i feel like the nytimes publishes an article like this every year or so and each time we get pissed and feisty quick to lash out with a slew of offended and defensive responses,anger
i feel pretty fucked up these days cant breathe properly,anger
i couldn t help but feel slightly skeptical and apprehensive as i realized the tough task funes was taking on that night,fear
i feel i would give up the sense of touch feeling is because i am afraid to feel pain or suffering which i admit is probably one of the harder parts of life,fear
im all about helping people integrate their feelings thoughts and actions through creative expression,joy
i feel is more energetic in urban singapore than elsewhere,joy
i kava and vanuatu kava he described a time to me when he had had bowls of kava and was feeling very relaxed the kava was definitely speaking to him,joy
i feel that the most caring member will leave a gigantic hole which most likely fukumura mizuki will fill in eventually,love
i feel not worthwhile,joy
i first had cordelia i didnt feel a strong urge to run which is strange for me but it has come back,joy
i am feeling awfully lonely today and i dont want to burden any particular person with this because everyone has their own shit,sadness
i must say that i feel a little depressed because everything i know could be completely meaningless,sadness
i guess i feel a little vulnerable because i have to undergo all these physical changes in front of the whole world and it seems a little daunting,fear
i feel thats the most tragic human trait,sadness
i feel so helpless when i look out at the world,fear
i feel quite jaded and unenthusiastic about life on most days,sadness
i feel bad that i dont have a groupie shot with dan,sadness
im sure he remembers what it feels like to have a delicious pregnant wife,joy
i dont have training to count on to see the girls i feel even more miserable,sadness
i can feel my brain aching from the intense concentration required to try and keep up,sadness
i feel sure is greater to those who are not dazzled by the divine radiance and human comradeship seems to grow more intimate and more tender from the sense that we are all exiles on an inhospitable shore,joy
i feel that he was completely humiliated and his grandfather s laughing in the dream roused him since the laughing echoed the taunts of the elite,sadness
i could say i was feeling fear or anxiety or that im terrified of what the future may bring,fear
i walked away from her i was left feeling slightly crappy about my life she s one of those women who ll subtly put you down put your children down too given half the chance,sadness
im feeling especially festive since i am wait for it all done my christmas shopping,joy
i feel like the cool mom,joy
im caught up on sleep and no longer feel like a zombie im excited to focus on being a good wife mother and homemaker again,joy
i told him that i have been feeling like he cant really be bothered with me,anger
i feel not having a generous spirit or a forgiving nature closes me off from accepting gifts from the universe,joy
ive been feeling mellon collie aka melancholy the past few days and i,sadness
i remember feeling so thankful to be able to put my feet up and enjoy taking care of newborns right before id be able to take care of my own,joy
i feel badly about reneging on my commitment to bring donuts to the faithful at holy family catholic church in columbus ohio,love
i feel like i am now at an age where it is not as socially acceptable to hang with the guys haha and i have to force myself to make conversation with their wives girlfriends,joy
i cant give you an exact reason but the book left me feeling discouraged while the movie is uplifting,sadness
im not excited to be able to dress in my style and to put on some lipstick but i feel determined to keep this feeling inside me,joy
i couldnt help but feel a little selfish for wanting her to stay but in relationships of this sort youd better get used to some premature goodbyes,anger
i get the feeling that im butchering a feeling that was as delicate as it was wordless but so be it,love
i have a feeling this will be a lovely little thing of a perfume,love
i feel so isolated cut off out of sinc,sadness
i feel with every day have a sweet feeling,joy
i dont know what exactly i feel mostly annoyed and bored and upset and that kind of negative emotions,anger
i feel kinda cool,joy
im quite bored but feel intelligent for no real apparent reason,joy
i was still feeling distressed richie got another catheter bag he took off the old bag and connected the new one,fear
i was beginning to feel defeated,sadness
i cant help feeling like something violent happened as soon as the cameras turned off wish i could find it on youtube,anger
im tired of feeling annoyed and drained,anger
i just cant shake the feeling that my impulse to add endgame bonuses or special actions would make a rather elegant game needlessly complex,joy
i mean i feel like i always have to be someone else for people to like me becuase they wont understand my sarcastic side,anger
i feel fully convinced that tattoos are allowable for christians,joy
